age_of_driver,gender,marital_status,safety_rating,annual_income,high_education,address_change,property_status,past_num_of_claims,witness_present,liab_prct,police_report,age_of_vehicle,vehicle_price,total_claim,injury_claim,policy deductible,annual premium,days open,form defects,fraud reported,accident_site_Local,accident_site_Parking Lot,channel_Online,channel_Phone,vehicle_color_blue,vehicle_color_gray,vehicle_color_other,vehicle_color_red,vehicle_color_silver,vehicle_color_white,claim_day_of_week_Mon,claim_day_of_week_Sat,claim_day_of_week_Sun,claim_day_of_week_Thu,claim_day_of_week_Tue,claim_day_of_week_Wed,vehicle_category_Large,vehicle_category_Medium
53,1,1,77,63544.0,1,1,0,0,0,16,1,7.0,28384.98,13899.11,7900.83,500,944.03,10.39,5,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
51,1,1,79,62886.4,1,0,1,0,0,99,1,5.0,8010.92,42398.33,5695.48,2000,1453.61,10.39,3,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
71,0,1,82,68220.8,1,0,0,0,0,49,0,6.0,13721.49,27989.1,6022.15,500,1672.88,12.42,8,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
41,0,0,76,59433.6,1,1,0,0,0,2,1,4.0,27936.72,7589.3,2969.57,1000,1248.05,12.18,1,0,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
40,0,0,88,59033.6,1,0,1,0,0,55,0,9.0,37973.34,13755.36,12564.83,1000,1235.14,7.24,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
30,1,1,89,54406.4,1,0,1,0,1,10,1,4.0,9014.28,13125.17,4409.95,1000,1310.8,8.75,8,0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
56,0,1,97,64417.6,1,1,0,0,1,79,0,6.0,30825.52,15807.82,4212.86,1000,1200.09,8.29,2,0,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
29,1,1,67,53860.8,1,1,1,1,1,100,0,5.0,7570.76,29286.3,2350.94,500,1093.83,11.27,0,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
34,0,0,74,56465.6,1,1,0,0,1,46,1,3.0,35166.04,22109.2,5633.53,1000,988.93,9.95,4,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
47,1,1,72,61592.0,1,1,1,0,0,9,0,8.0,23839.27,18049.97,3018.75,1000,1331.94,9.04,1,0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
55,0,0,86,64128.0,1,1,1,0,1,8,0,8.0,13059.91,35191.84,4590.87,2000,1188.51,10.35,2,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
58,1,1,74,64969.6,0,1,0,0,0,96,1,4.0,35616.59,10800.99,6023.82,2000,1101.83,9.69,2,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
36,0,1,70,57358.4,1,1,0,0,0,47,1,6.0,37179.88,20525.03,6050.02,1000,840.95,9.4,4,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
38,1,1,95,58206.4,1,0,0,0,0,3,1,2.0,19457.31,10862.88,8516.44,1000,1503.21,8.76,2,0,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
52,1,1,85,63196.8,1,1,1,0,1,0,0,3.0,47117.89,19168.59,6426.79,1000,1722.5,8.19,3,1,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
41,1,0,90,59433.6,0,1,0,0,1,98,0,4.0,17876.08,26474.85,3190.45,500,944.03,11.01,7,1,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
51,0,1,85,62897.6,0,0,0,2,1,2,1,3.0,22538.4,18274.19,2489.09,500,1672.88,10.45,2,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
47,0,1,60,61635.2,1,1,1,0,0,13,1,3.0,18729.09,22902.32,6434.68,1000,1248.05,10.5,3,0,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True
61,1,1,91,65782.4,0,0,1,0,0,88,1,4.0,17464.35,19747.94,5816.6,1000,1235.14,9.9,1,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
49,1,1,89,62248.0,1,0,0,0,0,95,1,1.0,20317.71,20536.21,6679.02,2000,1356.92,9.72,4,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
45,1,1,91,60920.0,1,1,0,0,0,59,1,3.0,7171.09,19751.07,3712.26,1000,1060.74,10.55,6,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
37,1,1,76,57776.0,0,1,1,1,0,100,0,8.0,48947.29,12334.11,7651.36,500,1533.71,12.9,5,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
59,1,1,87,25224.0,1,1,1,0,1,45,1,3.0,28913.14,37333.86,3238.61,500,1093.83,9.22,4,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
38,0,1,85,58212.8,1,0,1,0,0,7,1,7.0,9958.12,21420.96,6879.28,1000,1361.45,8.51,7,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
41,1,1,75,59414.4,1,1,0,1,0,96,0,5.0,13597.1,14939.61,3656.88,2000,1188.51,9.87,4,0,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
31,0,1,90,54940.8,1,0,0,1,1,98,1,5.0,17390.55,33702.17,6981.02,2000,1101.83,12.17,2,0,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
40,0,0,81,29009.6,1,0,0,0,0,17,0,5.0,25175.72,17971.94,6193.44,1000,1503.21,9.65,4,1,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
47,0,0,72,61619.2,1,1,0,0,0,99,1,5.0,18228.76,9073.95,1837.8,1000,1722.5,10.57,3,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
31,0,0,86,54904.0,1,0,0,0,1,92,1,8.0,9216.67,22787.23,3120.28,1000,1280.88,9.85,4,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
42,1,0,80,59806.4,1,0,0,1,0,0,0,4.0,22956.12,13590.52,6163.02,500,722.66,10.88,6,1,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
50,1,1,83,62590.4,0,1,0,2,0,49,1,6.0,19500.98,11193.0,5787.61,1000,1347.04,7.45,3,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False
57,1,1,84,64678.4,1,0,1,2,0,19,1,5.0,16662.22,18752.19,5713.67,1000,766.19,6.25,5,0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
71,1,1,98,68211.2,1,1,1,0,0,50,1,10.0,22140.47,19707.4,3695.59,1000,1060.74,9.84,3,1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
45,0,1,89,60880.0,1,1,0,0,0,43,1,5.0,14957.54,22917.77,1910.95,500,951.56,8.61,7,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
38,0,1,35,58206.4,0,1,1,0,0,88,1,7.0,5537.63,9650.62,4244.85,500,1533.71,10.09,2,1,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
61,1,1,77,65790.4,1,1,0,0,0,49,0,4.0,14198.84,19388.96,5819.41,500,1093.83,7.57,6,0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
41,0,1,52,159411.2,1,0,1,1,1,74,1,7.0,44617.32,25319.86,2059.2,1000,1361.45,14.67,2,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
64,0,1,73,36532.8,1,0,0,0,0,96,1,6.0,16095.81,58582.65,6446.78,2000,1188.51,8.05,6,1,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
48,0,1,94,159411.2,1,1,0,0,0,99,0,7.0,52585.69,38485.04,4418.14,500,944.03,10.39,5,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
36,1,1,86,159411.2,1,0,0,0,0,57,1,5.0,10346.01,19085.97,5114.89,2000,1453.61,10.57,3,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
33,0,1,83,55944.0,0,1,0,0,0,11,0,4.0,14559.06,18750.55,9449.63,500,1672.88,10.57,5,1,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
46,1,0,72,159411.2,0,1,0,1,0,14,0,9.0,31390.22,15145.37,4925.31,1000,1248.05,12.39,6,0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
52,1,0,56,159411.2,0,1,0,1,0,50,1,5.0,26883.01,24181.97,4229.32,500,1564.43,9.89,3,0,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True
35,0,1,78,159411.2,0,0,0,4,0,9,1,4.0,26508.39,15747.19,3842.85,500,722.66,9.95,3,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
36,0,1,95,37328.0,0,1,0,0,0,86,1,1.0,11507.37,20602.52,2347.07,1000,1235.14,8.65,4,1,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
44,0,1,86,40529.6,0,1,0,0,0,3,0,4.0,16618.48,21525.78,6504.35,1000,1347.04,10.92,9,1,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
43,0,0,79,60176.0,1,1,0,0,1,91,0,4.0,20374.66,52109.26,10940.23,1000,1310.8,12.85,2,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
42,0,1,96,79776.0,1,1,1,0,0,70,1,2.0,18604.83,24474.22,4953.09,2000,1356.92,10.94,8,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
45,0,1,79,79776.0,1,1,0,2,0,6,1,5.0,32894.27,11439.01,4178.33,1000,766.19,9.61,4,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
40,0,1,80,79776.0,1,1,1,0,0,100,0,5.0,20153.2,28610.57,10259.93,1000,1060.74,8.36,4,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
38,1,1,76,79776.0,0,1,0,0,0,39,1,6.0,15144.36,24630.3,3061.18,500,1533.71,7.81,7,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
42,1,0,79,79776.0,1,1,1,0,1,0,1,2.0,28932.78,18869.82,2840.78,500,1093.83,11.91,4,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
42,1,0,69,59801.6,1,0,0,0,0,2,1,5.0,29218.81,18730.53,2426.74,1000,988.93,10.42,5,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
38,1,0,94,58190.4,1,1,1,4,0,8,1,4.0,32528.46,9278.52,2749.31,1000,1331.94,11.19,3,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
47,1,1,46,61601.6,1,1,0,0,0,32,1,11.0,17856.66,18586.59,4370.23,2000,1188.51,10.22,9,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
31,1,1,39,54918.4,0,0,0,0,0,55,1,4.0,40493.34,9427.79,5237.33,1000,840.95,8.37,6,1,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
41,1,1,85,59412.8,1,1,0,0,0,84,0,3.0,48556.01,6074.21,3684.24,1000,1503.21,8.94,1,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
57,0,1,52,79776.0,1,0,1,1,0,9,1,5.0,38237.44,23745.05,3722.42,500,944.03,9.58,5,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
43,0,1,71,79776.0,1,1,0,3,0,86,1,6.0,11269.53,21094.29,11859.23,500,1672.88,9.38,3,0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
47,0,1,66,79776.0,1,1,0,2,0,0,0,5.0,36130.44,23860.48,6204.26,1000,1280.88,9.92,2,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
59,0,0,75,79776.0,1,1,0,0,0,56,0,7.0,10716.07,12471.22,5215.17,1000,1235.14,9.71,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
47,1,1,85,79776.0,1,1,1,0,1,84,0,2.0,47294.65,34265.37,3926.4,1000,1310.8,8.18,3,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
38,1,0,71,58187.2,1,1,1,0,0,100,1,1.0,24372.75,21626.9,6787.02,500,1533.71,9.31,5,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
52,0,1,84,63217.6,0,1,0,0,0,88,0,4.0,22492.06,23032.93,1822.11,500,1093.83,9.31,2,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
30,1,1,81,54427.2,1,0,0,0,0,41,1,4.0,39445.11,8998.34,4681.42,1000,1331.94,9.37,4,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
37,1,1,83,57787.2,1,0,0,0,0,100,1,3.0,36104.58,7849.14,3301.76,2000,1188.51,11.87,7,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False
44,0,1,76,60539.2,1,1,0,1,0,96,1,5.0,28230.12,43220.26,2626.96,2000,1101.83,7.75,6,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
50,0,1,87,62593.6,0,0,1,0,0,13,1,6.0,24733.84,18227.44,3906.37,500,944.03,8.77,3,0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
34,0,1,75,56443.2,1,0,0,0,0,87,1,3.0,31362.85,10212.11,1494.93,1000,1248.05,11.24,3,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False
46,0,1,78,61248.0,0,0,1,0,0,29,0,4.0,12422.63,23211.67,4420.88,1000,1280.88,11.09,4,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
32,0,1,89,55430.4,0,1,1,0,0,27,0,6.0,20034.93,41230.05,3647.05,500,722.66,9.51,7,0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
59,1,1,61,65232.0,1,0,0,0,1,8,0,6.0,17932.51,9954.76,5501.66,1000,1235.14,11.2,2,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
50,1,1,53,62587.2,1,1,1,0,1,0,0,3.0,15976.67,24901.19,3085.85,1000,1347.04,11.78,5,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
42,0,1,94,29787.2,1,0,0,0,0,35,1,6.0,32833.56,9615.46,1048.0,1000,1436.79,10.58,5,1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
23,1,0,83,50158.4,0,1,0,0,0,34,1,4.0,10044.64,34916.83,3581.33,500,1383.49,10.22,3,1,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
45,0,1,81,60905.6,1,1,1,4,0,100,1,8.0,20095.24,20074.85,3958.38,2000,1356.92,10.57,2,0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
39,1,0,76,58625.6,1,1,0,3,0,25,1,5.0,24976.8,44047.58,5757.31,1000,766.19,9.17,3,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
48,1,1,91,61934.4,1,1,1,0,0,31,0,2.0,14425.61,21881.62,5310.99,500,1533.71,9.89,5,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
30,1,0,95,54398.4,1,1,0,0,0,49,1,4.0,35882.69,14339.85,4347.31,1000,1200.09,7.7,5,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
52,0,0,90,63228.8,1,0,0,5,0,17,1,4.0,22232.37,28033.01,3592.49,500,1093.83,9.91,4,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
69,1,1,69,67740.8,1,1,0,0,0,53,1,1.0,38366.73,16930.92,3401.79,1000,988.93,10.28,5,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
32,0,1,96,55456.0,0,0,0,0,0,100,1,2.0,51316.99,24512.41,4288.2,1000,1331.94,10.1,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
41,0,1,86,59401.6,1,1,1,0,0,8,1,3.0,34969.25,19217.34,4839.21,1000,1361.45,10.62,4,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
40,1,0,81,59004.8,0,1,0,0,0,13,0,3.0,57431.68,20535.3,6987.96,1000,840.95,9.66,3,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
52,1,1,81,63212.8,0,0,1,0,1,18,1,8.0,24336.84,9339.31,3432.12,500,944.03,12.05,2,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
36,1,0,52,57320.0,1,1,0,0,1,50,1,2.0,35854.39,24316.66,7755.9,2000,1453.61,9.67,4,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
38,1,1,85,82908.8,1,1,1,3,0,83,1,2.0,17481.7,11254.15,4342.31,1000,1248.05,8.2,6,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
36,1,1,66,82908.8,1,0,0,3,1,2,1,6.0,20129.68,7142.33,3924.35,500,1564.43,9.68,4,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
40,1,1,75,59027.2,1,0,0,3,0,72,1,2.0,10558.24,20247.24,5271.41,1000,1347.04,9.5,1,1,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
30,0,0,71,54401.6,1,1,1,2,0,12,1,2.0,24534.86,25089.91,2515.39,1000,1310.8,8.1,9,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False
43,1,0,94,60212.8,1,1,0,2,0,15,0,4.0,41004.95,52095.34,1891.7,1000,1436.79,8.78,7,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
33,1,0,67,55968.0,0,1,0,0,1,63,0,6.0,50357.82,36328.34,5320.3,2000,1356.92,11.83,4,0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
42,1,1,70,59827.2,0,0,1,2,0,50,1,8.0,31037.14,21060.02,3505.18,1000,766.19,10.02,5,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
33,0,0,94,55936.0,0,0,0,5,0,72,1,3.0,51166.31,10935.16,5010.21,500,1533.71,12.37,2,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
45,1,1,40,82908.8,0,1,0,0,0,98,0,3.0,14185.45,32964.82,2475.34,1000,1200.09,8.66,6,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
43,1,1,72,82908.8,0,0,0,1,0,4,1,4.0,31157.84,26557.27,10842.6,1000,988.93,11.86,6,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
34,1,1,73,56406.4,0,1,0,0,0,100,0,6.0,19314.86,36281.9,3065.23,2000,1101.83,11.03,4,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
34,1,1,15,56435.2,0,1,1,0,1,68,0,5.0,21697.94,21383.36,9772.56,1000,840.95,11.65,4,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
38,0,0,76,58184.0,1,1,0,0,0,8,1,2.0,10773.53,44241.56,2650.47,1000,1503.21,10.73,1,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
34,1,1,78,56409.6,1,0,1,1,0,57,1,3.0,10277.64,10295.9,2809.9,500,944.03,9.28,8,0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
31,0,0,75,54947.2,0,1,0,0,0,77,1,6.0,10408.21,10830.53,5425.63,500,1672.88,10.68,2,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
57,0,1,87,82908.8,1,0,1,0,0,98,0,8.0,22674.43,43747.84,7130.72,1000,1280.88,9.25,4,0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
41,1,1,88,82908.8,0,1,0,0,0,47,1,4.0,16619.31,27604.71,5006.5,1000,1235.14,11.52,2,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False
59,1,1,86,82908.8,1,0,0,0,0,91,1,3.0,17541.45,34297.38,5262.34,1000,1347.04,12.09,2,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
58,1,1,86,64964.8,0,1,1,0,0,81,1,7.0,15236.53,9750.34,6597.57,1000,1436.79,11.49,1,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
40,0,1,56,58988.8,1,0,1,0,0,2,0,3.0,19925.96,17980.9,13800.06,500,1383.49,13.23,4,0,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
44,1,0,86,60563.2,1,1,1,0,0,35,0,3.0,17443.76,41379.79,2708.3,2000,1356.92,10.89,4,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
53,1,1,91,63512.0,1,1,1,0,0,65,0,8.0,13134.39,33512.4,6916.39,1000,1060.74,7.84,5,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False
30,1,0,63,54420.8,1,1,1,0,0,27,1,6.0,18262.78,24445.45,7030.22,500,1533.71,9.36,2,0,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
32,1,0,92,55428.8,1,1,0,0,0,32,1,7.0,19074.91,16835.16,6424.58,1000,1200.09,8.76,4,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
43,1,1,31,60179.2,1,1,0,0,0,43,0,8.0,22553.34,14712.21,3046.36,500,1093.83,8.2,2,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
58,0,1,78,65001.6,1,1,0,0,1,91,1,6.0,52243.14,27025.65,6879.02,1000,1361.45,10.15,6,0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
31,0,0,88,54936.0,1,0,0,0,0,99,0,6.0,21230.24,24120.91,2713.97,2000,1188.51,6.96,3,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
39,0,1,60,58614.4,0,0,0,0,0,77,0,6.0,38571.22,6664.28,3157.84,2000,1101.83,7.97,6,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
46,1,1,59,82908.8,1,1,1,0,1,96,0,4.0,35032.36,20052.86,3947.38,1000,840.95,13.55,1,0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
40,1,0,96,82908.8,1,1,1,1,0,52,1,5.0,21864.23,33243.15,5530.09,1000,1503.21,6.28,3,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
56,1,1,78,82908.8,1,1,0,1,1,100,1,7.0,29966.83,48577.01,7201.51,1000,1722.5,10.17,6,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
45,0,0,88,82908.8,0,0,0,0,0,80,1,6.0,7787.95,46861.52,3214.68,2000,1453.61,9.61,5,0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
74,0,1,82,82908.8,1,1,0,1,0,99,1,2.0,49718.01,32716.21,10629.85,1000,1248.05,8.33,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
49,0,1,90,82908.8,1,0,1,0,0,67,1,6.0,9419.23,26377.17,8939.16,500,1564.43,9.56,4,0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
39,0,1,72,82908.8,1,0,1,0,0,93,0,5.0,16448.77,22202.4,3285.7,1000,1280.88,11.77,4,0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
32,1,1,61,82908.8,1,0,1,1,1,99,0,6.0,27168.33,41525.67,4905.28,1000,1347.04,9.25,4,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
41,0,1,72,82908.8,0,1,1,0,0,25,0,10.0,19648.65,43652.75,3824.43,1000,1310.8,11.77,4,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
48,1,1,73,11939.2,1,0,0,0,1,47,0,4.0,35039.78,28125.87,3302.72,1000,1436.79,11.81,5,1,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
51,0,1,71,82908.8,1,0,1,0,0,98,0,7.0,19923.31,10891.69,9671.55,500,1383.49,9.66,8,0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
41,1,1,62,59417.6,0,0,1,2,0,4,1,6.0,18965.65,25055.73,5936.18,2000,1356.92,8.51,6,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False
58,0,0,86,32931.2,1,1,0,5,0,2,1,8.0,22365.46,18016.27,4625.83,1000,766.19,12.17,4,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
52,1,1,65,63222.4,1,0,0,2,0,54,1,5.0,28262.47,20266.39,6817.53,500,1093.83,9.83,4,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
56,0,1,82,87097.6,1,0,0,1,1,50,0,3.0,9974.72,40796.06,7524.96,2000,1188.51,10.22,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
42,0,1,58,59817.6,0,1,0,0,0,95,0,0.0,18962.9,17164.07,3649.63,1000,1722.5,12.33,5,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
46,0,1,85,87097.6,1,0,0,0,0,100,0,7.0,12773.61,21977.93,2774.52,500,944.03,8.5,5,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
47,0,1,84,25468.8,1,1,1,0,0,76,1,4.0,30612.66,14972.81,4020.83,2000,1453.61,9.8,3,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
33,0,1,78,55977.6,1,0,0,0,0,7,0,5.0,13523.02,32972.88,5601.4,500,1672.88,9.63,2,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
53,1,1,47,63521.6,0,1,0,0,1,13,0,5.0,33371.99,27820.22,6948.91,500,722.66,9.71,2,0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
38,1,1,66,58176.0,0,1,0,0,1,4,1,5.0,15030.92,37325.96,8671.4,1000,1347.04,9.86,6,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
41,1,1,28,59438.4,1,0,0,2,0,20,1,1.0,36627.13,15599.75,7338.61,1000,1436.79,10.04,3,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
42,1,1,56,59827.2,1,1,0,0,1,51,0,6.0,19236.2,20174.79,5144.22,500,1383.49,9.57,7,0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
36,0,1,91,25468.8,1,0,0,1,0,99,0,2.0,11732.2,24899.03,9665.88,1000,766.19,10.51,8,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
38,0,1,69,58208.0,1,0,1,0,0,89,1,5.0,12600.19,23521.15,8640.19,1000,1060.74,11.9,6,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False
42,0,0,95,59806.4,1,0,0,0,0,100,1,4.0,38171.49,16224.99,4415.47,1000,988.93,11.72,4,0,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
